sum_click,code_module,code_presentation,activity_type,id_student,date,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
3,AAA,2013J,subpage,2051699,-10,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
1,AAA,2013J,homepage,2104505,-10,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass
25,AAA,2013J,forumng,2122180,-10,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction
28,AAA,2013J,oucontent,2122180,-10,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction
2,AAA,2013J,resource,2122180,-10,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction
5,AAA,2013J,subpage,2122180,-10,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction
7,AAA,2013J,forumng,2550279,-10,F,North Region,HE Qualification,,35-55,0,60,N,Pass
11,AAA,2013J,homepage,2550279,-10,F,North Region,HE Qualification,,35-55,0,60,N,Pass
61,AAA,2013J,oucontent,2550279,-10,F,North Region,HE Qualification,,35-55,0,60,N,Pass
3,AAA,2013J,resource,2550279,-10,F,North Region,HE Qualification,,35-55,0,60,N,Pass
2,AAA,2013J,subpage,2550279,-10,F,North Region,HE Qualification,,35-55,0,60,N,Pass
2,AAA,2013J,homepage,2551220,-10,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
3,AAA,2013J,oucontent,2551220,-10,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
1,AAA,2013J,subpage,2551220,-10,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
1,AAA,2013J,homepage,2555340,-10,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
1,AAA,2013J,oucontent,2555340,-10,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
2,AAA,2013J,dataplus,2557283,-10,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass
19,AAA,2013J,forumng,2557283,-10,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass
1,AAA,2013J,glossary,2557283,-10,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass
35,AAA,2013J,homepage,2557283,-10,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass
157,AAA,2013J,oucontent,2557283,-10,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass
3,AAA,2013J,resource,2557283,-10,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass
17,AAA,2013J,subpage,2557283,-10,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass
6,AAA,2013J,forumng,2559575,-10,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
7,AAA,2013J,homepage,2559575,-10,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
16,AAA,2013J,oucontent,2559575,-10,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
6,AAA,2013J,resource,2559575,-10,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
7,AAA,2013J,subpage,2559575,-10,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
3,AAA,2013J,homepage,2569324,-10,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
3,AAA,2013J,homepage,2569324,-10,M,South Region,A Level or Equivalent,90-100%,0-35,1,60,N,Pass
1,AAA,2013J,oucontent,2569324,-10,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
1,AAA,2013J,oucontent,2569324,-10,M,South Region,A Level or Equivalent,90-100%,0-35,1,60,N,Pass
8,AAA,2013J,forumng,2574528,-10,M,Ireland,HE Qualification,,35-55,0,60,N,Pass
8,AAA,2013J,homepage,2574528,-10,M,Ireland,HE Qualification,,35-55,0,60,N,Pass
17,AAA,2013J,oucontent,2574528,-10,M,Ireland,HE Qualification,,35-55,0,60,N,Pass
1,AAA,2013J,resource,2574528,-10,M,Ireland,HE Qualification,,35-55,0,60,N,Pass
4,AAA,2013J,homepage,2574583,-10,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
18,AAA,2013J,oucontent,2574583,-10,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
1,AAA,2013J,resource,2574583,-10,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
9,AAA,2013J,subpage,2574583,-10,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
6,AAA,2013J,homepage,2576122,-10,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
6,AAA,2013J,homepage,2576122,-10,M,North Western Region,A Level or Equivalent,70-80%,35-55,1,60,N,Fail
8,AAA,2013J,oucontent,2576122,-10,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
8,AAA,2013J,oucontent,2576122,-10,M,North Western Region,A Level or Equivalent,70-80%,35-55,1,60,N,Fail
2,AAA,2013J,subpage,2576122,-10,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
2,AAA,2013J,subpage,2576122,-10,M,North Western Region,A Level or Equivalent,70-80%,35-55,1,60,N,Fail
4,AAA,2013J,forumng,2578995,-10,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass
9,AAA,2013J,homepage,2578995,-10,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass
29,AAA,2013J,oucontent,2578995,-10,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass
5,AAA,2013J,subpage,2578995,-10,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass
12,AAA,2013J,homepage,2598871,-10,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
57,AAA,2013J,oucontent,2598871,-10,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
2,AAA,2013J,resource,2598871,-10,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
9,AAA,2013J,subpage,2598871,-10,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
1,AAA,2013J,url,2598871,-10,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
4,AAA,2013J,homepage,2599352,-10,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
7,AAA,2013J,oucontent,2599352,-10,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
2,AAA,2013J,resource,2599352,-10,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
7,AAA,2013J,subpage,2599352,-10,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
9,AAA,2013J,forumng,2600688,-10,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
13,AAA,2013J,homepage,2600688,-10,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
28,AAA,2013J,oucontent,2600688,-10,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
2,AAA,2013J,resource,2600688,-10,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
14,AAA,2013J,subpage,2600688,-10,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
5,AAA,2013J,homepage,2606098,-10,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
9,AAA,2013J,oucontent,2606098,-10,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
8,AAA,2013J,resource,2606098,-10,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
7,AAA,2013J,subpage,2606098,-10,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
4,AAA,2013J,forumng,2617002,-10,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
5,AAA,2013J,homepage,2617002,-10,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
24,AAA,2013J,oucontent,2617002,-10,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
1,AAA,2013J,subpage,2617002,-10,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
2,AAA,2013J,forumng,2639449,-10,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
9,AAA,2013J,homepage,2639449,-10,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
23,AAA,2013J,oucontent,2639449,-10,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
3,AAA,2013J,resource,2639449,-10,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
6,AAA,2013J,subpage,2639449,-10,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
1,AAA,2013J,url,2639449,-10,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
4,AAA,2013J,forumng,2639641,-10,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass
13,AAA,2013J,homepage,2639641,-10,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass
25,AAA,2013J,oucontent,2639641,-10,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass
3,AAA,2013J,subpage,2639641,-10,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass
16,AAA,2013J,homepage,2641155,-10,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
54,AAA,2013J,oucontent,2641155,-10,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
1,AAA,2013J,resource,2641155,-10,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
7,AAA,2013J,subpage,2641155,-10,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
12,AAA,2013J,forumng,2643002,-10,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
46,AAA,2013J,homepage,2643002,-10,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
91,AAA,2013J,oucontent,2643002,-10,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
7,AAA,2013J,resource,2643002,-10,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
12,AAA,2013J,subpage,2643002,-10,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
2,AAA,2013J,url,2643002,-10,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
1,AAA,2013J,dataplus,2649826,-10,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
16,AAA,2013J,forumng,2649826,-10,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
1,AAA,2013J,glossary,2649826,-10,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
61,AAA,2013J,homepage,2649826,-10,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
160,AAA,2013J,oucontent,2649826,-10,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
8,AAA,2013J,resource,2649826,-10,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
24,AAA,2013J,subpage,2649826,-10,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
11,AAA,2013J,url,2649826,-10,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
4,AAA,2013J,homepage,2671132,-10,M,London Region,HE Qualification,20-30%,55<=,0,60,N,Pass
29,AAA,2013J,oucontent,2671132,-10,M,London Region,HE Qualification,20-30%,55<=,0,60,N,Pass
1,AAA,2013J,resource,2671132,-10,M,London Region,HE Qualification,20-30%,55<=,0,60,N,Pass
6,AAA,2013J,forumng,2678643,-10,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
5,AAA,2013J,glossary,2678643,-10,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
5,AAA,2013J,homepage,2678643,-10,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
56,AAA,2013J,oucontent,2678643,-10,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
1,AAA,2013J,resource,2678643,-10,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
7,AAA,2013J,subpage,2678643,-10,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
4,AAA,2013J,homepage,2685865,-10,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
22,AAA,2013J,oucontent,2685865,-10,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
1,AAA,2013J,resource,2685865,-10,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
2,AAA,2013J,forumng,2688067,-10,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
15,AAA,2013J,homepage,2688067,-10,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
13,AAA,2013J,oucontent,2688067,-10,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
8,AAA,2013J,resource,2688067,-10,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
6,AAA,2013J,subpage,2688067,-10,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
2,AAA,2013J,forumng,2689958,-10,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
6,AAA,2013J,homepage,2689958,-10,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
4,AAA,2013J,oucontent,2689958,-10,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
1,AAA,2013J,resource,2689958,-10,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
1,AAA,2013J,subpage,2689958,-10,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
5,AAA,2013J,forumng,2691206,-10,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
15,AAA,2013J,homepage,2691206,-10,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
15,AAA,2013J,oucontent,2691206,-10,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
2,AAA,2013J,resource,2691206,-10,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
5,AAA,2013J,subpage,2691206,-10,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
